|avg_prob_neg|avg_prob_neu|avg_prob_pos|pred_class|first_chunk_class
127|0.7271275520324707|0.0258851610124111|0.2469872385263443|0|2
128|0.5029588937759399|0.0651530474424362|0.4318880140781402|0|2
129|0.6417087316513062|0.0282455794513225|0.3300457298755646|0|0
130|0.4500137269496918|0.0295281950384378|0.5204581022262573|2|2
131|0.3043061196804046|0.0233941245824098|0.6722998023033142|2|2
132|0.833745002746582|0.0367418937385082|0.1295130997896194|0|0
133|0.4761478304862976|0.0840665623545646|0.4397855699062347|0|2
134|0.3809894621372223|0.158825471997261|0.4601850509643554|2|2
135|0.5981680154800415|0.0217856522649526|0.3800463080406189|0|2
136|0.6575031280517578|0.0237491428852081|0.318747729063034|0|2
137|0.3372941613197326|0.0442144647240638|0.6184914112091064|2|2
138|0.7517052292823792|0.0226730350404977|0.2256217151880264|0|0
139|0.4924679398536682|0.0321538299322128|0.4753782153129577|0|2
140|0.3508386611938476|0.072291612625122|0.5768697261810303|2|2
141|0.4159612655639648|0.0584890991449356|0.5255496501922607|2|2
142|0.3355553150177002|0.2622941136360168|0.4021505713462829|2|2
143|0.4921764433383941|0.081404261291027|0.4264193177223205|0|2
144|0.3913496732711792|0.110148012638092|0.4985023438930511|2|2
145|0.5456435084342957|0.0600721426308155|0.3942843377590179|0|0
146|0.4818353056907654|0.0378249138593673|0.480339765548706|0|0
147|0.543262779712677|0.0258041266351938|0.4309330284595489|0|0
148|0.3707069456577301|0.2902140021324157|0.3390790522098541|0|2
149|0.2695743441581726|0.0442756004631519|0.6861500144004822|2|2
150|0.4225838482379913|0.0510257072746753|0.5263904333114624|2|2
151|0.4647050201892853|0.0523012578487396|0.4829936921596527|2|2
152|0.5753746628761292|0.0241776518523693|0.4004476368427276|0|2
153|0.6947550177574158|0.0731492415070533|0.232095718383789|0|0
154|0.3596991896629333|0.0325145795941352|0.607786238193512|2|2
155|0.4260325729846954|0.0995425805449485|0.4744248688220978|2|2
156|0.6429952383041382|0.0469902530312538|0.3100144565105438|0|0
157|0.4604934751987457|0.0315675698220729|0.5079389810562134|2|2
158|0.567708432674408|0.0484012775123119|0.383890300989151|0|2
159|0.4638644754886627|0.0410962924361228|0.4950391948223114|2|2
160|0.4640767276287079|0.0302684977650642|0.5056547522544861|2|2
161|0.6738985180854797|0.0580376982688903|0.2680638134479522|0|2
162|0.3695005178451538|0.0729643255472183|0.5575351715087891|2|2
163|0.3852495551109314|0.0504822768270969|0.564268171787262|2|2
164|0.5595756769180298|0.0299562290310859|0.4104681015014648|0|0
165|0.6870694160461426|0.0597907193005085|0.2531398832798004|0|2
166|0.4291512966156006|0.0363753028213977|0.5344734191894531|2|2
167|0.4503254890441894|0.0256160143762826|0.52405846118927|2|2
168|0.6246032118797302|0.0311039518564939|0.3442928791046142|0|0
169|0.644167423248291|0.0245600156486034|0.3312725722789764|0|2
170|0.4172326922416687|0.0376286730170249|0.5451385974884033|2|2
171|0.4351104199886322|0.0417334362864494|0.5231561064720154|2|2
172|0.3411034643650055|0.0789572373032569|0.5799393057823181|2|2
173|0.4845533072948456|0.0282162837684154|0.4872303903102875|2|2
174|0.64401775598526|0.0310487300157547|0.3249334990978241|0|2
175|0.4238952994346618|0.0229524057358503|0.553152322769165|2|2
176|0.562380313873291|0.0255727581679821|0.4120469689369201|0|2
177|0.4827830791473388|0.0599608793854713|0.4572559893131256|0|0
178|0.3861478865146637|0.1196419894695282|0.4942101240158081|2|2
179|0.5067774653434753|0.0352509655058383|0.4579715728759765|0|2
180|0.5465375781059265|0.033794242888689|0.4196681678295135|0|2
181|0.5425422787666321|0.030076827853918|0.4273808896541595|0|2
182|0.2957491874694824|0.105128489434719|0.5991223454475403|2|2
183|0.6030020713806152|0.0249430499970912|0.3720548748970032|0|2
184|0.2938474714756012|0.0744742080569267|0.6316783428192139|2|2
185|0.5246869921684265|0.0238997619599103|0.4514132440090179|0|0
186|0.4185420572757721|0.0590785257518291|0.5223793983459473|2|2
187|0.6173256635665894|0.0335481241345405|0.3491261899471283|0|2
188|0.4623839855194092|0.028022363781929|0.509593665599823|2|2
189|0.1522549837827682|0.0536966770887374|0.7940483093261719|2|2
190|0.6961542963981628|0.0424970835447311|0.2613486051559448|0|0
191|0.5102903842926025|0.0236686673015356|0.4660410284996032|0|2
192|0.5504583716392517|0.0398990511894226|0.4096425473690033|0|0
193|0.5947471857070923|0.0960036516189575|0.3092491030693054|0|2
194|0.4762454628944397|0.0537014454603195|0.4700531363487243|0|2
195|0.4271561801433563|0.0255608763545751|0.5472829341888428|2|2
196|0.407569944858551|0.1333120614290237|0.4591180086135864|2|2
197|0.2150872647762298|0.0257543120533227|0.7591584324836731|2|2
198|0.6311324238777161|0.0707387030124664|0.2981288433074951|0|0
199|0.5899832844734192|0.0185119118541479|0.3915047645568847|0|2
200|0.6063376665115356|0.0446406602859497|0.349021703004837|0|2
201|0.4733785092830658|0.0231332685798406|0.5034882426261902|2|2
202|0.3217109143733978|0.1227054744958877|0.5555835962295532|2|2
203|0.3530146181583404|0.0478243939578533|0.5991609692573547|2|2
204|0.47528937458992|0.0587065406143665|0.4660041034221649|0|2
205|0.439073234796524|0.0392382368445396|0.5216885209083557|2|2
206|0.7237016558647156|0.0274131167680025|0.2488853186368942|0|2
207|0.6035863161087036|0.0525804907083511|0.343833178281784|0|2
208|0.6048576235771179|0.0270767211914062|0.368065595626831|0|2
209|0.4456285834312439|0.0693220347166061|0.4850494265556335|2|2
210|0.4821676909923553|0.0263771228492259|0.4914551973342895|2|2
211|0.5347937941551208|0.0396865867078304|0.4255196750164032|0|0
212|0.4272622168064117|0.0377255119383335|0.5350122451782227|2|2
213|0.4536968469619751|0.0555446781218051|0.4907584488391876|2|0
214|0.4196808636188507|0.0729654133319854|0.5073537230491638|2|2
215|0.5177842974662781|0.04539006203413|0.4368256032466888|0|2
216|0.2997154891490936|0.0579798743128776|0.6423046588897705|2|0
217|0.4695572555065155|0.0437134020030498|0.4867292940616607|2|2
218|0.4059643149375915|0.0311689171940088|0.5628668069839478|2|2
219|0.4639216363430023|0.024755023419857|0.5113233923912048|2|2
220|0.4639911949634552|0.0236665420234203|0.5123422145843506|2|2
221|0.4634885787963867|0.0459567084908485|0.4905547499656677|2|2
222|0.508423924446106|0.0561159439384937|0.4354601204395294|0|2
223|0.4314137697219848|0.0306506939232349|0.5379354953765869|2|2
224|0.6369473338127136|0.038047719746828|0.3250049650669098|0|0
225|0.5378197431564331|0.0478205680847168|0.4143596887588501|0|2
226|0.5508849620819092|0.0658016800880432|0.3833133578300476|0|2
227|0.6398079991340637|0.0312334392219781|0.3289585411548614|0|2
228|0.4824529588222503|0.070818156003952|0.4467288851737976|0|0
229|0.4604287147521972|0.0330733694136142|0.5064979195594788|2|2
230|0.4253446161746979|0.0428710021078586|0.5317844152450562|2|2
231|0.562309205532074|0.0269442498683929|0.4107465744018554|0|0
232|0.5493336915969849|0.0963487327098846|0.3543175458908081|0|2
233|0.5910674929618835|0.0389737114310264|0.369958758354187|0|2
234|0.4262572228908539|0.0651708543300628|0.5085719227790833|2|2
235|0.3208083212375641|0.0319818966090679|0.6472097635269165|2|2
236|0.4741886854171753|0.0309177376329898|0.4948935508728027|2|2
237|0.3960208892822265|0.0436608307063579|0.5603182911872864|2|2
238|0.6785091161727905|0.0620996840298175|0.2593912184238434|0|2
239|0.6455228328704834|0.0279296450316905|0.3265474736690521|0|0
240|0.4251900315284729|0.0836856365203857|0.4911243021488189|2|2
241|0.3347297012805938|0.0276682954281568|0.6376020312309265|2|2
242|0.334428459405899|0.0426152348518371|0.6229562759399414|2|0
243|0.6569468975067139|0.0708043873310089|0.2722487151622772|0|0
244|0.5995836853981018|0.1217795610427856|0.2786367833614349|0|0
245|0.649811863899231|0.0543440021574497|0.2958441376686096|0|2
246|0.5304436087608337|0.0498036555945873|0.419752687215805|0|2
247|0.48324915766716|0.0340466611087322|0.4827041625976562|0|0
248|0.4172074198722839|0.0955345779657363|0.4872580170631408|2|2
249|0.3319055140018463|0.0453488901257514|0.6227455735206604|2|2
250|0.6463274359703064|0.0291582588106393|0.3245142698287964|0|2
251|0.5658219456672668|0.0253315977752208|0.4088465273380279|0|2
252|0.5502954125404358|0.031111916527152|0.4185926616191864|0|2
253|0.4524203240871429|0.0486276634037494|0.4989520013332367|2|2
254|0.3861801922321319|0.0286168567836284|0.5852029323577881|2|2
255|0.4801415503025055|0.0271459259092807|0.492712527513504|2|2
256|0.5486528873443604|0.1027475446462631|0.3485995531082153|0|0
257|0.4827804267406463|0.061804536730051|0.4554150104522705|0|2
258|0.586010754108429|0.0238525867462158|0.3901366293430328|0|2
259|0.4211292862892151|0.0307030510157346|0.5481676459312439|2|2
260|0.7604315280914307|0.0156313143670558|0.2239371389150619|0|0
261|0.4160776138305664|0.050543624907732|0.5333787798881531|2|2
262|0.3480532169342041|0.0427685156464576|0.6091782450675964|2|2
263|0.5620312690734863|0.0297927763313055|0.4081759452819824|0|0
264|0.4878273010253906|0.1108197122812271|0.4013529419898987|0|2
265|0.4898844063282013|0.0187736954540014|0.4913419485092163|2|0
266|0.6290078163146973|0.0315675027668476|0.339424729347229|0|2
267|0.606754720211029|0.1544407159090042|0.2388045787811279|0|2
268|0.0760084986686706|0.0139760496094822|0.9100154638290404|2|2
269|0.497816801071167|0.0612798035144805|0.4409033358097076|0|0
270|0.5934421420097351|0.040465161204338|0.3660926818847656|0|2
271|0.2363442629575729|0.0318694673478603|0.73178631067276|2|2
272|0.5268510580062866|0.0674092769622802|0.4057396650314331|0|2
273|0.3950470089912414|0.0581558570265769|0.5467970967292786|2|2
274|0.7045604586601257|0.0420400016009807|0.2533995509147644|0|0
275|0.4403672218322754|0.0235725753009319|0.5360602140426636|2|2
276|0.7213454246520996|0.0501460842788219|0.2285084724426269|0|0
277|0.3940826058387756|0.0710108578205108|0.5349065661430359|2|2
278|0.4776507616043091|0.041358608752489|0.4809906780719757|2|2
279|0.4223722815513611|0.1972664147615432|0.3803613185882568|0|2
280|0.5803278684616089|0.0322440713644027|0.3874281048774719|0|0
281|0.3904709815979004|0.0264966189861297|0.5830323696136475|2|2
282|0.4444616138935089|0.0174076296389102|0.5381307005882263|2|0
283|0.4047268629074096|0.0256067123264074|0.5696664452552795|2|2
284|0.3288087844848633|0.0856082141399383|0.5855830311775208|2|2
285|0.6608760952949524|0.045578446239233|0.2935454547405243|0|2
286|0.4390680491924286|0.0746517926454544|0.4862801432609558|2|2
287|0.6718196272850037|0.0352072827517986|0.2929730713367462|0|2
288|0.392168641090393|0.0881650745868682|0.519666314125061|2|0
289|0.4792793691158294|0.0217151120305061|0.4990054965019226|2|2
290|0.2611223459243774|0.0379628948867321|0.700914740562439|2|2
291|0.7994197607040405|0.0260800831019878|0.1745002418756485|0|2
292|0.626343846321106|0.0459508821368217|0.3277052342891693|0|2
293|0.4540832638740539|0.038922544568777|0.5069941878318787|2|2
294|0.5858016014099121|0.0523691773414611|0.3618292212486267|0|2
295|0.5751734972000122|0.0647529959678649|0.3600735664367676|0|2
296|0.4517044126987457|0.0228920150548219|0.5254035592079163|2|2
297|0.6033405661582947|0.0333024598658084|0.3633570075035095|0|2
298|0.5340030789375305|0.0639467686414718|0.4020501971244812|0|0
299|0.579177737236023|0.0321186184883117|0.3887036740779876|0|2
300|0.633851170539856|0.033968910574913|0.332179844379425|0|2
301|0.6781957149505615|0.0720339640974998|0.2497703582048416|0|0
302|0.3233957886695862|0.1502010822296142|0.5264030694961548|2|2
303|0.4407097697257995|0.0293003618717193|0.5299898386001587|2|2
304|0.4641548693180084|0.0482705645263195|0.4875745773315429|2|2
305|0.647953450679779|0.0605682432651519|0.2914783358573913|0|2
306|0.4527219235897064|0.0273760017007589|0.5199020504951477|2|2
307|0.2908905744552612|0.0798052549362182|0.6293041706085205|2|2
308|0.5752529501914978|0.0314925350248813|0.3932545185089111|0|2
309|0.5740923881530762|0.0323689505457878|0.393538624048233|0|2
310|0.526231050491333|0.0593588948249816|0.4144101142883301|0|2
311|0.3507084846496582|0.0528043843805789|0.5964871048927307|2|2
312|0.4613299369812011|0.0404082722961902|0.4982618391513824|2|2
313|0.3139272928237915|0.0568357333540916|0.6292369961738586|2|2
314|0.6651025414466858|0.028103282675147|0.306794136762619|0|2
315|0.4093192219734192|0.0309242960065603|0.5597564578056335|2|2
316|0.6249016523361206|0.0438456647098064|0.3312527239322662|0|0
317|0.5532997846603394|0.0553336292505264|0.3913666009902954|0|0
318|0.4605226516723633|0.0434211567044258|0.4960562586784363|2|2
319|0.4975289106369018|0.0278981532901525|0.4745729267597198|0|2
320|0.392453670501709|0.0866916999220848|0.520854651927948|2|2
321|0.4667109847068786|0.0338608659803867|0.4994280934333801|2|2
322|0.6417845487594604|0.0853319615125656|0.2728834450244903|0|0
323|0.3984293639659881|0.0802202299237251|0.5213504433631897|2|2
324|0.4545981287956238|0.0669683590531349|0.4784335494041443|2|2
325|0.3618274331092834|0.0376147590577602|0.6005578637123108|2|2
326|0.4087675809860229|0.0231313370168209|0.5681010484695435|2|2
327|0.4876247942447662|0.05646887794137|0.4559063911437988|0|2
328|0.570313036441803|0.1701541543006897|0.2595327198505401|0|0
329|0.5521654486656189|0.0405402220785617|0.4072943031787872|0|2
330|0.3511303961277008|0.0429827496409416|0.6058868169784546|2|2
331|0.3631522059440613|0.0309213027358055|0.6059264540672302|2|2
332|0.7968547344207764|0.0557674281299114|0.1473778784275055|0|0
333|0.4604524374008178|0.0222527272999286|0.5172947645187378|2|2
334|0.5500551462173462|0.0542983449995517|0.3956464827060699|0|2
335|0.5252237319946289|0.0891656950116157|0.3856105804443359|0|2
336|0.2043659090995788|0.0348040126264095|0.7608300447463989|2|2
337|0.5795221328735352|0.0241770539432764|0.3963008224964142|0|0
338|0.6102427840232849|0.0469167232513427|0.3428404629230499|0|2
339|0.386168509721756|0.0210854820907115|0.5927460193634033|2|2
340|0.536236047744751|0.1179515272378921|0.3458124697208404|0|2
341|0.4515308439731598|0.0367842316627502|0.5116849541664124|2|2
342|0.5363498330116272|0.1639951020479202|0.2996550500392914|0|2
343|0.4725388288497925|0.1078611984848976|0.4195999205112457|0|2
344|0.6321786642074585|0.0234308298677206|0.3443905711174011|0|2
345|0.4375742375850677|0.0232472717761993|0.5391784906387329|2|2
346|0.4633583426475525|0.0425985790789127|0.4940431118011474|2|2
347|0.5573123097419739|0.0224643889814615|0.4202232956886291|0|2
348|0.4462982714176178|0.02763825468719|0.5260634422302246|2|2
349|0.6564239263534546|0.0597851313650608|0.2837909460067749|0|0
350|0.5874761939048767|0.0233442224562168|0.3891795575618744|0|2
351|0.393061101436615|0.024574652314186|0.5823642015457153|2|2
352|0.3849143981933594|0.0537010431289672|0.5613845586776733|2|2
353|0.6769444346427917|0.0268685612827539|0.29618701338768|0|2
354|0.5812280178070068|0.0278990734368562|0.3908728957176208|0|2
355|0.7820010185241699|0.02282140776515|0.1951775699853897|0|2
356|0.5678737163543701|0.0248038657009601|0.4073224067687988|0|2
357|0.4634307622909546|0.1288873255252838|0.4076819121837616|0|2
358|0.3566084504127502|0.0523046217858791|0.5910869836807251|2|2
359|0.6247945427894592|0.0145093221217393|0.3606961369514465|0|2
360|0.5994976758956909|0.0222181659191846|0.378284215927124|0|0
361|0.4601421356201172|0.0563152283430099|0.4835427105426788|2|2
362|0.5969160795211792|0.0506311394274234|0.3524527847766876|0|0
363|0.5738296508789062|0.0283988192677497|0.3977715075016022|0|2
364|0.674185574054718|0.0868465229868888|0.238967940211296|0|0
365|0.6327482461929321|0.0382278449833393|0.3290239870548248|0|0
366|0.26109579205513|0.0616478510200977|0.6772563457489014|2|2
367|0.5681331753730774|0.0353894531726837|0.3964774012565613|0|2
368|0.3041380941867828|0.0401733703911304|0.6556885242462158|2|2
369|0.3265705406665802|0.0301427636295557|0.6432867050170898|2|2
370|0.5348418951034546|0.0838104411959648|0.3813476860523224|0|2
371|0.4755320847034454|0.0902952402830123|0.4341726899147033|0|0
372|0.4933280944824219|0.0329610407352447|0.473710834980011|0|2
373|0.5914914608001709|0.0205657817423343|0.3879427909851074|0|2
374|0.446861982345581|0.1144911050796508|0.438646912574768|0|2
375|0.0402060449123382|0.0379652567207813|0.9218286871910096|2|2
376|0.7204322814941406|0.0122569222003221|0.2673108279705047|0|0
377|0.2643136978149414|0.201241448521614|0.5344448089599609|2|2
378|0.5390755534172058|0.021642243489623|0.4392822384834289|0|2
379|0.4253531992435455|0.0352489948272705|0.5393978357315063|2|2
380|0.666502833366394|0.0426636822521686|0.2908334732055664|0|0
381|0.5096378922462463|0.0358572788536548|0.4545048773288727|0|2
382|0.2615411877632141|0.026835162192583|0.7116236686706543|2|2
383|0.5699508786201477|0.039784025400877|0.3902650773525238|0|2
384|0.5642399191856384|0.0569138117134571|0.3788462281227112|0|0
385|0.5504471063613892|0.0262224040925502|0.423330545425415|0|2
386|0.554827868938446|0.0296673979610204|0.4155047833919525|0|2
387|0.5977140665054321|0.0388195998966693|0.3634663224220276|0|2
388|0.5699130892753601|0.0454190298914909|0.3846678137779236|0|2
389|0.5029527544975281|0.0778737664222717|0.4191735088825226|0|0
390|0.3029342293739319|0.046135026961565|0.650930643081665|2|2
391|0.4944551885128021|0.0231859982013702|0.4823588132858276|0|2
392|0.7153039574623108|0.0478180609643459|0.2368779927492141|0|2
393|0.5864537954330444|0.1199107021093368|0.2936355769634247|0|2
394|0.5025041103363037|0.0312968343496322|0.4661990106105804|0|2
395|0.6461476683616638|0.0283010508865118|0.3255512714385986|0|0
396|0.3426065146923065|0.032648891210556|0.6247445940971375|2|2
397|0.5026302933692932|0.1933449953794479|0.3040246963500976|0|0
398|0.4164255261421203|0.0282858368009328|0.5552886724472046|2|2
399|0.4783266186714172|0.0424469448626041|0.4792264401912689|2|0
400|0.3980944156646728|0.0252612680196762|0.5766443014144897|2|2
401|0.6240437030792236|0.0289228036999702|0.3470335006713867|0|0
402|0.6372416615486145|0.0308591928333044|0.3318991065025329|0|0
403|0.4755427837371826|0.0582171492278575|0.4662400484085083|0|2
404|0.2852469086647033|0.048402763903141|0.6663503646850586|2|2
405|0.4862708151340484|0.0344418063759803|0.4792873859405517|0|2
406|0.6761675477027893|0.0531674176454544|0.2706650793552398|0|2
407|0.5164146423339844|0.067581407725811|0.4160039126873016|0|2
408|0.2310438156127929|0.0414272844791412|0.7275289297103882|2|2
409|0.8335991501808167|0.0938664004206657|0.0725344493985176|0|0
410|0.0523227527737617|0.0323864817619323|0.9152907729148864|2|2
411|0.159310445189476|0.0299048572778701|0.810784637928009|2|2
412|0.4479981660842895|0.0363697223365306|0.5156320929527283|2|0
413|0.7858079075813293|0.0233049690723419|0.1908870339393615|0|0
414|0.5863296389579773|0.0703860446810722|0.3432843089103699|0|0
415|0.5299391150474548|0.1081321462988853|0.3619287312030792|0|0
416|0.5831291675567627|0.0298290736973285|0.3870418071746826|0|2
417|0.4007808864116668|0.1253145784139633|0.4739045202732086|2|2
418|0.6961843967437744|0.0318568162620067|0.2719588279724121|0|0
419|0.5940152406692505|0.034133531153202|0.3718512058258056|0|0
420|0.4050174057483673|0.030422780662775|0.564559817314148|2|2
421|0.5127831697463989|0.0363242141902446|0.4508925974369049|0|2
422|0.5030086636543274|0.1225696504116058|0.3744217157363891|0|2
423|0.4865134358406067|0.0396546386182308|0.4738318920135498|0|2
424|0.455770343542099|0.1814804673194885|0.3627491593360901|0|2
425|0.5901898741722107|0.0214169174432754|0.3883932828903198|0|2
426|0.5779205560684204|0.0370223633944988|0.3850570917129516|0|2
427|0.3493051826953888|0.0659480094909668|0.584746778011322|2|2
